<<<<<<< HEAD
13:42:12 20181228-0823期方案6已投注，倍数86，模拟
13:43:06 回头，下次盈利回头11.16
13:43:08 20181228-0824期没有可投注的方案
13:44:12 20181228-0825期方案3已投注，倍数19，模拟
13:45:06 回头，下次盈利回头12.186
13:45:08 20181228-0826期方案4已投注，倍数19，模拟
13:45:08 20181228-0826期方案7已投注，倍数19，模拟
13:45:08 20181228-0826期方案10已投注，倍数19，模拟
13:46:15 20181228-0827期方案9已投注，倍数19，模拟
13:46:15 20181228-0827期方案10已投注，倍数86，模拟
13:47:13 回头，下次盈利回头17.248
13:47:15 20181228-0828期方案2已投注，倍数19，模拟
13:48:14 回头，下次盈利回头18.274
13:48:16 20181228-0829期方案4已投注，倍数19，模拟
13:49:15 回头，下次盈利回头19.3
13:49:17 20181228-0830期方案1已投注，倍数19，模拟
13:49:17 20181228-0830期方案10已投注，倍数19，模拟
13:50:19 20181228-0831期方案1已投注，倍数86，模拟
13:50:19 20181228-0831期方案6已投注，倍数19，模拟
13:50:19 20181228-0831期方案10已投注，倍数86，模拟
13:51:13 回头，下次盈利回头20.608
13:51:15 20181228-0832期方案6已投注，倍数19，模拟
13:52:11 20181228-0833期方案1已投注，倍数19，模拟
13:52:11 20181228-0833期方案6已投注，倍数86，模拟
13:53:11 回头，下次盈利回头23.618
13:53:13 20181228-0834期没有可投注的方案
13:54:14 20181228-0835期没有可投注的方案
13:55:10 20181228-0836期没有可投注的方案
13:56:17 20181228-0837期方案4已投注，倍数19，模拟
13:57:16 回头，下次盈利回头24.644
13:57:18 20181228-0838期方案6已投注，倍数19，模拟
13:58:12 回头，下次盈利回头25.67001
13:58:14 20181228-0839期方案2已投注，倍数19，模拟
13:58:14 20181228-0839期方案3已投注，倍数19，模拟
13:59:08 回头，下次盈利回头27.72201
13:59:10 20181228-0840期方案8已投注，倍数19，模拟
14:00:09 回头，下次盈利回头28.74801
14:00:11 20181228-0841期没有可投注的方案
14:01:18 20181228-0842期方案1已投注，倍数19，模拟
14:01:18 20181228-0842期方案3已投注，倍数19，模拟
14:01:18 20181228-0842期方案4已投注，倍数19，模拟
14:02:12 回头，下次盈利回头31.82601
14:02:14 20181228-0843期没有可投注的方案
14:03:40 请求奖期信息错误, Bad Gateway, 重试1...
14:03:42 20181228-0844期方案7已投注，倍数19，模拟
14:04:06 回头，下次盈利回头32.85201
14:04:08 20181228-0845期方案10已投注，倍数19，模拟
14:05:12 回头，下次盈利回头33.87801
14:05:14 20181228-0846期方案1已投注，倍数19，模拟
14:06:09 回头，下次盈利回头34.90401
14:06:11 20181228-0847期没有可投注的方案
14:07:12 20181228-0848期没有可投注的方案
14:08:14 20181228-0849期方案1已投注，倍数19，模拟
14:08:14 20181228-0849期方案2已投注，倍数19，模拟
14:08:14 20181228-0849期方案5已投注，倍数19，模拟
14:09:09 回头，下次盈利回头37.98201
14:09:11 20181228-0850期方案10已投注，倍数19，模拟
14:10:16 回头，下次盈利回头39.00801
14:10:18 20181228-0851期没有可投注的方案
14:11:19 20181228-0852期没有可投注的方案
14:12:16 20181228-0853期没有可投注的方案
14:13:17 20181228-0854期没有可投注的方案
14:14:13 20181228-0855期没有可投注的方案
14:15:15 20181228-0856期方案2已投注，倍数19，模拟
14:15:15 20181228-0856期方案8已投注，倍数19，模拟
14:16:11 20181228-0857期方案2已投注，倍数86，模拟
14:16:11 20181228-0857期方案6已投注，倍数19，模拟
14:16:11 20181228-0857期方案8已投注，倍数86，模拟
14:17:17 20181228-0858期方案6已投注，倍数86，模拟
14:17:17 20181228-0858期方案8已投注，倍数324，模拟
14:18:08 20181228-0859期方案4已投注，倍数19，模拟
14:18:08 20181228-0859期方案6已投注，倍数324，模拟
14:19:13 模拟爆掉，转为实战
14:19:15 20181228-0860期方案6已投注，倍数30，
14:20:14 回头，下次盈利回头1.63
14:20:16 20181228-0861期没有可投注的方案
14:21:12 20181228-0862期方案1已投注，倍数30，
14:22:11 回头，下次盈利回头3.25
14:22:13 20181228-0863期方案9已投注，倍数30，
14:23:07 回头，下次盈利回头4.87
14:23:09 20181228-0864期没有可投注的方案
14:24:16 20181228-0865期没有可投注的方案
14:25:12 20181228-0866期方案8已投注，倍数30，
14:25:12 20181228-0866期方案10已投注，倍数30，
14:26:13 20181228-0867期方案10已投注，倍数136，
14:27:07 当前盈利9.624001，触发盈利转换
14:27:09 20181228-0868期没有可投注的方案
14:28:11 20181228-0869期没有可投注的方案
14:29:17 20181228-0870期没有可投注的方案
14:30:16 20181228-0871期方案3已投注，倍数19，模拟
14:31:15 回头，下次盈利回头1.036
14:31:17 20181228-0872期方案2已投注，倍数19，模拟
14:31:17 20181228-0872期方案5已投注，倍数19，模拟
14:31:17 20181228-0872期方案9已投注，倍数19，模拟
14:32:07 回头，下次盈利回头4.114001
14:32:09 20181228-0873期没有可投注的方案
14:33:15 20181228-0874期方案10已投注，倍数19，模拟
14:34:11 20181228-0875期方案1已投注，倍数19，模拟
14:34:11 20181228-0875期方案10已投注，倍数86，模拟
14:35:18 20181228-0876期方案1已投注，倍数86，模拟
14:35:18 20181228-0876期方案2已投注，倍数19，模拟
14:35:18 20181228-0876期方案4已投注，倍数19，模拟
14:36:12 回头，下次盈利回头10.134
14:36:14 20181228-0877期没有可投注的方案
14:37:10 20181228-0878期方案2已投注，倍数19，模拟
14:37:10 20181228-0878期方案9已投注，倍数19，模拟
14:38:14 回头，下次盈利回头12.186
14:38:16 20181228-0879期方案1已投注，倍数19，模拟
14:38:16 20181228-0879期方案8已投注，倍数19，模拟
14:39:12 20181228-0880期方案1已投注，倍数86，模拟
14:39:12 20181228-0880期方案2已投注，倍数19，模拟
14:40:13 20181228-0881期方案1已投注，倍数324，模拟
14:41:18 回头，下次盈利回头17.034
14:41:20 20181228-0882期没有可投注的方案
14:42:12 20181228-0883期方案6已投注，倍数19，模拟
14:43:13 回头，下次盈利回头18.06
14:43:15 20181228-0884期没有可投注的方案
14:44:11 20181228-0885期没有可投注的方案
14:45:17 20181228-0886期方案6已投注，倍数19，模拟
14:45:17 20181228-0886期方案9已投注，倍数19，模拟
14:46:12 回头，下次盈利回头20.112
14:46:14 20181228-0887期没有可投注的方案
14:47:11 20181228-0888期没有可投注的方案
14:48:07 20181228-0889期没有可投注的方案
14:49:13 20181228-0890期没有可投注的方案
14:50:14 20181228-0891期没有可投注的方案
14:51:10 20181228-0892期没有可投注的方案
14:52:12 20181228-0893期没有可投注的方案
14:53:09 20181228-0894期方案7已投注，倍数19，模拟
14:54:15 20181228-0895期方案2已投注，倍数19，模拟
14:54:15 20181228-0895期方案3已投注，倍数19，模拟
14:54:15 20181228-0895期方案7已投注，倍数86，模拟
14:54:15 20181228-0895期方案8已投注，倍数19，模拟
14:54:15 20181228-0895期方案10已投注，倍数19，模拟
14:55:15 回头，下次盈利回头22.514
14:55:17 20181228-0896期方案8已投注，倍数19，模拟
14:56:11 回头，下次盈利回头23.54
14:56:13 20181228-0897期方案4已投注，倍数19，模拟
14:57:12 回头，下次盈利回头24.56601
14:57:14 20181228-0898期没有可投注的方案
14:58:10 20181228-0899期没有可投注的方案
14:59:16 20181228-0900期没有可投注的方案
15:00:13 20181228-0901期没有可投注的方案
15:01:14 20181228-0902期没有可投注的方案
15:02:10 20181228-0903期方案2已投注，倍数19，模拟
15:03:10 回头，下次盈利回头25.59201
15:03:12 20181228-0904期没有可投注的方案
15:04:10 20181228-0905期方案6已投注，倍数19，模拟
15:05:19 回头，下次盈利回头26.61801
15:05:22 20181228-0906期方案5已投注，倍数19，模拟
15:06:16 回头，下次盈利回头27.64401
15:06:18 20181228-0907期方案1已投注，倍数19，模拟
15:06:18 20181228-0907期方案7已投注，倍数19，模拟
15:07:07 回头，下次盈利回头29.69601
15:07:09 20181228-0908期没有可投注的方案
15:08:16 20181228-0909期没有可投注的方案
15:09:12 20181228-0910期没有可投注的方案
15:10:13 20181228-0911期没有可投注的方案
15:11:14 20181228-0912期方案7已投注，倍数19，模拟
15:12:11 20181228-0913期方案7已投注，倍数86，模拟
15:13:15 回头，下次盈利回头31.68001
15:13:17 20181228-0914期方案5已投注，倍数19，模拟
15:13:17 20181228-0914期方案6已投注，倍数19，模拟
15:14:08 20181228-0915期方案5已投注，倍数86，模拟
15:14:08 20181228-0915期方案6已投注，倍数86，模拟
15:14:08 20181228-0915期方案9已投注，倍数19，模拟
15:14:08 20181228-0915期方案10已投注，倍数19，模拟
15:15:15 20181228-0916期方案6已投注，倍数324，模拟
15:15:15 20181228-0916期方案10已投注，倍数86，模拟
15:16:11 模拟爆掉，转为实战
15:16:13 20181228-0917期方案10已投注，倍数30，
15:17:14 回头，下次盈利回头1.63
15:17:16 20181228-0918期没有可投注的方案
15:18:17 20181228-0919期没有可投注的方案
15:19:13 20181228-0920期没有可投注的方案
15:20:15 20181228-0921期没有可投注的方案
15:21:22 20181228-0922期没有可投注的方案
15:22:13 20181228-0923期没有可投注的方案
15:23:14 20181228-0924期方案1已投注，倍数30，
15:24:08 回头，下次盈利回头3.25
15:24:10 20181228-0925期方案2已投注，倍数30，
15:25:09 回头，下次盈利回头4.87
15:25:11 20181228-0926期没有可投注的方案
15:26:13 20181228-0927期没有可投注的方案
15:27:15 20181228-0928期方案1已投注，倍数30，
15:27:15 20181228-0928期方案3已投注，倍数30，
15:27:15 20181228-0928期方案7已投注，倍数30，
15:28:11 20181228-0929期方案1已投注，倍数136，
15:28:11 20181228-0929期方案9已投注，倍数30，
15:29:10 当前盈利12.864，触发盈利转换
15:29:12 20181228-0930期没有可投注的方案
15:30:18 20181228-0931期方案5已投注，倍数19，模拟
15:31:13 回头，下次盈利回头1.036
15:31:15 20181228-0932期方案8已投注，倍数19，模拟
15:31:15 20181228-0932期方案10已投注，倍数19，模拟
15:32:16 20181228-0933期方案8已投注，倍数86，模拟
15:33:10 回头，下次盈利回头4.046
15:33:12 20181228-0934期没有可投注的方案
15:34:13 20181228-0935期方案3已投注，倍数19，模拟
15:34:13 20181228-0935期方案6已投注，倍数19，模拟
15:35:07 回头，下次盈利回头6.098001
15:35:09 20181228-0936期方案9已投注，倍数19，模拟
15:36:14 回头，下次盈利回头7.124001
15:36:16 20181228-0937期方案1已投注，倍数19，模拟
15:36:16 20181228-0937期方案4已投注，倍数19，模拟
15:37:10 回头，下次盈利回头9.176001
15:37:12 20181228-0938期没有可投注的方案
15:38:13 20181228-0939期没有可投注的方案
15:39:09 20181228-0940期没有可投注的方案
15:40:16 20181228-0941期方案7已投注，倍数19，模拟
15:41:15 回头，下次盈利回头10.202
15:41:17 20181228-0942期没有可投注的方案
15:42:08 20181228-0943期没有可投注的方案
15:43:15 20181228-0944期没有可投注的方案
15:44:11 20181228-0945期方案7已投注，倍数19，模拟
15:45:12 回头，下次盈利回头11.228
15:45:14 20181228-0946期没有可投注的方案
15:46:36 20181228-0947期没有可投注的方案
15:47:18 20181228-0948期方案2已投注，倍数19，模拟
15:48:12 回头，下次盈利回头12.254
15:48:14 20181228-0949期方案1已投注，倍数19，模拟
15:48:14 20181228-0949期方案5已投注，倍数19，模拟
15:49:10 20181228-0950期方案5已投注，倍数86，模拟
15:50:09 回头，下次盈利回头15.264
15:50:11 20181228-0951期没有可投注的方案
15:51:18 20181228-0952期没有可投注的方案
15:52:14 20181228-0953期没有可投注的方案
15:53:15 20181228-0954期方案5已投注，倍数19，模拟
15:54:09 回头，下次盈利回头16.29
15:54:11 20181228-0955期方案8已投注，倍数19，模拟
15:55:10 回头，下次盈利回头17.316
15:55:12 20181228-0956期没有可投注的方案
15:56:08 20181228-0957期方案8已投注，倍数19，模拟
15:57:13 回头，下次盈利回头18.342
15:57:15 20181228-0958期没有可投注的方案
15:58:11 20181228-0959期方案8已投注，倍数19，模拟
15:58:11 20181228-0959期方案10已投注，倍数19，模拟
15:59:12 20181228-0960期方案8已投注，倍数86，模拟
15:59:12 20181228-0960期方案10已投注，倍数86，模拟
16:00:12 回头，下次盈利回头22.31
16:00:14 20181228-0961期方案1已投注，倍数19，模拟
16:01:19 回头，下次盈利回头23.336
16:01:21 20181228-0962期没有可投注的方案
16:02:17 20181228-0963期方案1已投注，倍数19，模拟
16:02:17 20181228-0963期方案8已投注，倍数19，模拟
16:03:13 20181228-0964期方案1已投注，倍数86，模拟
16:04:12 回头，下次盈利回头26.346
16:04:14 20181228-0965期方案1已投注，倍数19，模拟
16:05:08 回头，下次盈利回头27.372
16:05:10 20181228-0966期方案9已投注，倍数19，模拟
16:06:13 20181228-0967期方案9已投注，倍数86，模拟
16:07:07 回头，下次盈利回头29.356
16:07:09 20181228-0968期没有可投注的方案
16:08:10 20181228-0969期方案6已投注，倍数19，模拟
16:08:10 20181228-0969期方案9已投注，倍数19，模拟
16:09:16 20181228-0970期方案6已投注，倍数86，模拟
16:10:35 20181228-0971期方案6已投注，倍数324，模拟
16:10:35 20181228-0971期方案7已投注，倍数19，模拟
16:11:09 回头，下次盈利回头30.51801
16:11:11 20181228-0972期方案7已投注，倍数19，模拟
16:12:10 回头，下次盈利回头31.54401
16:12:12 20181228-0973期没有可投注的方案
16:13:14 20181228-0974期方案10已投注，倍数19，模拟
16:14:08 回头，下次盈利回头32.57
16:14:10 20181228-0975期没有可投注的方案
16:15:11 20181228-0976期方案9已投注，倍数19，模拟
16:16:11 回头，下次盈利回头33.596
16:16:13 20181228-0977期方案5已投注，倍数19，模拟
16:16:13 20181228-0977期方案8已投注，倍数19，模拟
16:17:14 20181228-0978期方案5已投注，倍数86，模拟
16:17:14 20181228-0978期方案6已投注，倍数19，模拟
16:18:25 20181228-0979期方案5已投注，倍数324，模拟
16:19:09 回头，下次盈利回头38.444
